session_id,user_id,track_id,session_intent,intent_encoded,mood_pre,mood_post,delta_mood,efficacy_rating,efficacy_label,tempo_bpm,energy,valence,acousticness,instrumentalness,speechiness,loudness_db,user_mean_mood,mood_pre_centered
sess_03198,user_0256,track_1145,deep_focus,3,23.0,23.6,0.53,6,0,125.7,0.624,0.79,0.321,0.119,0.174,-23.1,27.60909090909091,-4.609090909090909
sess_03199,user_0326,track_3814,mood_uplift,4,5.0,10.1,5.12,5,1,139.5,0.714,0.555,0.363,0.223,0.183,-21.5,19.6,-14.600000000000001
sess_03200,user_0348,track_0398,sleep_induction,0,58.1,61.8,3.69,6,0,120.9,0.179,0.598,0.609,0.346,0.02,-10.9,39.266666666666666,18.833333333333336
sess_03201,user_0216,track_4776,anxiety_relief,1,42.7,48.4,5.69,7,1,79.5,0.97,0.16,0.45,0.329,0.157,-13.5,34.85909090909091,7.8409090909090935
sess_03202,user_0296,track_4465,grief_processing,2,26.8,25.9,-0.93,4,0,121.2,0.456,0.355,0.271,0.247,0.396,-14.2,25.853846153846153,0.9461538461538481
sess_03203,user_0287,track_2149,deep_focus,3,30.4,26.5,-3.85,4,0,108.8,0.608,0.742,0.621,0.059,0.358,-8.9,40.98695652173913,-10.586956521739133
sess_03204,user_0158,track_1017,mood_uplift,4,32.3,34.4,2.11,6,0,96.8,0.516,0.72,0.242,0.305,0.437,-4.9,52.23809523809524,-19.938095238095244
sess_03205,user_0017,track_1940,sleep_induction,0,57.2,67.6,10.41,8,1,66.8,0.315,0.355,0.147,0.244,0.147,-13.8,36.37222222222223,20.827777777777776
sess_03206,user_0096,track_2686,anxiety_relief,1,5.0,5.2,0.15,5,0,52.3,0.497,0.415,0.359,0.14,0.095,-21.0,18.570833333333333,-13.570833333333333
sess_03207,user_0475,track_4104,grief_processing,2,8.4,6.5,-1.9,5,0,94.4,0.092,0.399,0.26,0.065,0.264,-10.4,25.86923076923077,-17.46923076923077
sess_03208,user_0000,track_1085,deep_focus,3,63.0,63.5,0.41,4,0,92.8,0.395,0.387,0.059,0.285,0.158,-9.5,61.99411764705883,1.0058823529411711
sess_03209,user_0218,track_1651,mood_uplift,4,29.2,21.3,-7.99,2,-1,143.2,0.339,0.155,0.156,0.067,0.423,-16.5,20.581818181818182,8.618181818181817
sess_03210,user_0093,track_2800,sleep_induction,0,44.5,48.0,3.43,6,0,97.2,0.151,0.237,0.521,0.234,0.02,-5.3,24.646666666666665,19.853333333333335
sess_03211,user_0201,track_1619,anxiety_relief,1,5.0,8.5,3.52,6,0,82.2,0.454,0.695,0.558,0.404,0.173,-19.6,10.376923076923077,-5.376923076923077
sess_03212,user_0354,track_1954,grief_processing,2,5.5,5.6,0.16,4,0,111.5,0.489,0.845,0.11,0.241,0.02,-17.8,13.765217391304349,-8.265217391304349
sess_03213,user_0305,track_2902,deep_focus,3,84.9,85.6,0.72,4,0,135.6,0.606,0.506,0.176,0.123,0.109,-11.9,64.0125,20.887500000000003
sess_03214,user_0284,track_0666,mood_uplift,4,15.2,14.2,-1.0,3,-1,56.5,0.913,0.26,0.536,0.177,0.111,-11.6,31.422222222222224,-16.222222222222225
sess_03215,user_0245,track_2691,sleep_induction,0,28.2,26.1,-2.09,6,0,74.0,0.818,0.308,0.348,0.016,0.02,-21.0,34.230000000000004,-6.030000000000005
sess_03216,user_0467,track_0473,anxiety_relief,1,5.0,10.0,5.0,6,1,110.6,0.509,0.691,0.19,0.071,0.11,-17.0,8.98,-3.9800000000000004
sess_03217,user_0005,track_3534,grief_processing,2,46.4,54.2,7.75,6,1,119.1,0.161,0.115,0.124,0.073,0.247,-20.8,33.7,12.699999999999996
sess_03218,user_0263,track_3899,deep_focus,3,32.1,31.9,-0.16,5,0,114.6,0.923,0.395,0.121,0.065,0.028,-9.1,20.184615384615384,11.915384615384617
sess_03219,user_0140,track_4808,mood_uplift,4,8.1,11.1,3.08,7,1,87.9,0.534,0.686,0.238,0.033,0.025,-25.8,21.28666666666667,-13.18666666666667
sess_03220,user_0026,track_3961,sleep_induction,0,32.3,35.4,3.13,7,1,145.2,0.121,0.813,0.387,0.248,0.151,-13.4,25.279999999999998,7.02
sess_03221,user_0216,track_3777,anxiety_relief,1,36.0,38.8,2.78,5,0,118.8,0.52,0.093,0.397,0.011,0.276,-17.6,34.85909090909091,1.1409090909090907
sess_03222,user_0267,track_3419,grief_processing,2,33.2,33.2,0.07,6,0,141.9,0.777,0.457,0.581,0.099,0.09,-19.2,29.092307692307692,4.107692307692311
sess_03223,user_0040,track_0796,deep_focus,3,64.6,67.9,3.29,6,0,134.9,0.447,0.752,0.387,0.518,0.224,-23.4,56.24583333333334,8.354166666666657
sess_03224,user_0296,track_0838,mood_uplift,4,27.5,26.5,-1.03,6,0,160.1,0.647,0.313,0.534,0.028,0.28,-1.8,25.853846153846153,1.6461538461538474
sess_03225,user_0078,track_4849,sleep_induction,0,49.6,56.4,6.78,6,1,105.7,0.078,0.564,0.435,0.173,0.248,-24.4,60.03636363636363,-10.43636363636363
sess_03226,user_0236,track_2767,anxiety_relief,1,22.6,25.8,3.26,5,0,157.6,0.171,0.587,0.359,0.409,0.02,-15.9,30.60769230769231,-8.00769230769231
sess_03227,user_0399,track_4876,grief_processing,2,5.0,11.9,6.91,6,1,133.1,0.586,0.567,0.472,0.119,0.024,-8.8,25.570588235294117,-20.570588235294117
sess_03228,user_0111,track_4621,deep_focus,3,59.0,59.5,0.48,4,0,103.7,0.542,0.281,0.735,0.487,0.02,0.0,50.23571428571428,8.76428571428572
sess_03229,user_0271,track_1941,mood_uplift,4,5.0,3.9,-1.09,5,0,107.8,0.657,0.427,0.771,0.024,0.149,-19.7,8.782352941176471,-3.7823529411764714
sess_03230,user_0286,track_3128,sleep_induction,0,56.4,62.4,6.0,5,1,83.2,0.623,0.655,0.604,0.094,0.228,-11.5,46.12352941176471,10.276470588235291
sess_03231,user_0325,track_3237,anxiety_relief,1,28.4,26.5,-1.9,3,-1,127.2,0.898,0.453,0.24,0.172,0.41,-21.4,34.9,-6.5
sess_03232,user_0179,track_4244,grief_processing,2,36.9,46.3,9.47,8,1,111.7,0.306,0.821,0.723,0.785,0.086,-21.5,22.919999999999998,13.98
sess_03233,user_0341,track_4818,deep_focus,3,13.8,16.6,2.81,6,0,122.4,0.35,0.658,0.316,0.138,0.341,-12.4,14.76875,-0.96875
sess_03234,user_0426,track_2297,mood_uplift,4,33.5,22.4,-11.13,3,-1,82.5,0.271,0.07,0.61,0.017,0.284,-14.5,30.89545454545454,2.604545454545459
sess_03235,user_0269,track_3236,sleep_induction,0,5.0,4.3,-0.75,7,1,137.9,0.125,0.619,0.836,0.019,0.17,-18.6,12.00625,-7.00625
sess_03236,user_0017,track_1585,anxiety_relief,1,41.3,43.8,2.57,7,1,56.4,0.726,0.254,0.178,0.036,0.453,-10.5,36.37222222222223,4.92777777777777
sess_03237,user_0225,track_1625,grief_processing,2,5.6,6.6,0.96,5,0,139.0,0.737,0.214,0.377,0.519,0.332,-26.1,9.20952380952381,-3.609523809523811
sess_03238,user_0320,track_4333,deep_focus,3,48.6,52.0,3.41,5,0,135.6,0.559,0.604,0.37,0.052,0.305,-17.1,36.805,11.795000000000002
sess_03239,user_0055,track_0295,mood_uplift,4,65.3,59.7,-5.57,4,-1,110.3,0.058,0.161,0.564,0.004,0.101,-24.5,58.175000000000004,7.124999999999993
sess_03240,user_0049,track_2027,sleep_induction,0,44.9,50.0,5.14,7,1,40.0,0.661,0.888,0.585,0.205,0.027,-12.2,44.400000000000006,0.4999999999999929
sess_03241,user_0027,track_4316,anxiety_relief,1,42.9,45.8,2.95,5,0,123.4,0.598,0.506,0.564,0.28,0.368,-12.6,44.6125,-1.7124999999999986
sess_03242,user_0079,track_3626,grief_processing,2,30.3,30.8,0.5,6,0,106.4,0.101,0.647,0.206,0.458,0.039,-13.7,14.09375,16.20625
sess_03243,user_0217,track_4064,deep_focus,3,28.7,36.1,7.39,8,1,110.4,0.454,0.583,0.336,0.565,0.02,-19.5,23.614285714285717,5.085714285714282
sess_03244,user_0118,track_1521,mood_uplift,4,48.9,48.8,-0.05,5,0,40.0,0.605,0.571,0.522,0.083,0.154,-16.0,37.52777777777778,11.37222222222222
sess_03245,user_0426,track_1751,sleep_induction,0,14.7,18.8,4.07,7,1,86.4,0.702,0.23,0.305,0.067,0.02,-18.8,30.89545454545454,-16.19545454545454
sess_03246,user_0389,track_4717,anxiety_relief,1,73.7,70.1,-3.59,3,-1,94.3,0.557,0.5,0.422,0.117,0.119,-23.7,53.58,20.120000000000005
sess_03247,user_0371,track_1244,grief_processing,2,26.6,32.6,6.03,6,1,136.3,0.745,0.626,0.699,0.231,0.072,-8.0,13.445454545454545,13.154545454545456
sess_03248,user_0412,track_2596,deep_focus,3,35.4,42.6,7.17,8,1,142.1,0.096,0.319,0.701,0.348,0.043,-22.4,33.1764705882353,2.2235294117647015
sess_03249,user_0299,track_3974,mood_uplift,4,70.0,66.3,-3.74,3,-1,84.9,0.248,0.175,0.623,0.003,0.299,-6.0,58.66842105263158,11.33157894736842
sess_03250,user_0495,track_1573,sleep_induction,0,40.3,43.3,2.98,6,0,104.6,0.475,0.441,0.639,0.54,0.258,-15.2,41.660000000000004,-1.3600000000000065
sess_03251,user_0043,track_0286,anxiety_relief,1,46.4,50.1,3.7,8,1,112.9,0.748,0.76,0.33,0.807,0.166,-13.0,43.96818181818182,2.43181818181818
sess_03252,user_0017,track_3120,grief_processing,2,27.5,33.2,5.63,6,1,115.0,0.366,0.221,0.081,0.127,0.171,-15.5,36.37222222222223,-8.872222222222227
sess_03253,user_0451,track_3839,deep_focus,3,39.8,44.2,4.41,7,1,99.9,0.399,0.911,0.565,0.425,0.139,-18.1,50.49375,-10.693750000000001
sess_03254,user_0178,track_4282,mood_uplift,4,17.6,15.0,-2.58,6,0,128.9,0.169,0.176,0.242,0.114,0.204,-24.2,9.126666666666667,8.473333333333334
sess_03255,user_0152,track_0666,sleep_induction,0,64.7,69.0,4.38,6,0,56.5,0.913,0.26,0.536,0.177,0.111,-11.6,68.065,-3.364999999999995
sess_03256,user_0421,track_3782,anxiety_relief,1,12.2,9.7,-2.47,6,0,76.6,0.359,0.683,0.636,0.371,0.19,-15.6,10.665217391304349,1.5347826086956502
sess_03257,user_0090,track_0905,grief_processing,2,45.5,53.1,7.63,7,1,166.8,0.756,0.415,0.453,0.049,0.023,-18.1,67.70588235294117,-22.205882352941174
sess_03258,user_0087,track_4030,deep_focus,3,30.1,40.5,10.42,8,1,68.3,0.729,0.512,0.081,0.799,0.105,-23.0,12.653333333333334,17.446666666666665
sess_03259,user_0456,track_4358,mood_uplift,4,51.2,46.4,-4.76,3,-1,91.6,0.327,0.084,0.463,0.462,0.424,-17.4,22.554545454545455,28.645454545454548
sess_03260,user_0049,track_1708,sleep_induction,0,54.3,54.2,-0.07,5,0,135.7,0.281,0.028,0.545,0.423,0.419,-13.8,44.400000000000006,9.899999999999991
sess_03261,user_0472,track_1293,anxiety_relief,1,14.2,15.6,1.45,4,0,41.1,0.511,0.694,0.526,0.104,0.198,-12.0,16.472727272727273,-2.2727272727272734
sess_03262,user_0326,track_3288,grief_processing,2,22.1,17.1,-5.0,6,-1,92.8,0.577,0.757,0.15,0.044,0.192,-5.3,19.6,2.5
sess_03263,user_0225,track_0353,deep_focus,3,13.1,15.6,2.47,6,0,129.4,0.076,0.676,0.383,0.389,0.222,-14.7,9.20952380952381,3.890476190476189
sess_03264,user_0395,track_2225,mood_uplift,4,12.5,14.5,2.04,7,1,112.0,0.375,0.346,0.326,0.139,0.036,-26.0,13.114285714285714,-0.6142857142857139
sess_03265,user_0195,track_4589,sleep_induction,0,7.1,8.2,1.08,5,0,91.2,0.42,0.511,0.125,0.1,0.202,-10.4,16.549999999999997,-9.449999999999998
sess_03266,user_0019,track_3597,anxiety_relief,1,68.0,78.3,10.35,7,1,87.9,0.604,0.865,0.431,0.253,0.023,-7.1,59.84583333333333,8.154166666666669
sess_03267,user_0460,track_3473,grief_processing,2,5.0,4.8,-0.15,5,0,121.5,0.463,0.498,0.011,0.056,0.02,-19.5,11.163636363636364,-6.163636363636364
sess_03268,user_0033,track_1501,deep_focus,3,21.8,25.1,3.31,5,0,86.3,0.556,0.517,0.618,0.082,0.238,-11.5,21.817647058823532,-0.017647058823531125
sess_03269,user_0198,track_3965,mood_uplift,4,20.0,21.5,1.49,6,0,80.9,0.497,0.274,0.878,0.162,0.224,-15.3,14.2625,5.737500000000001
sess_03270,user_0170,track_2603,sleep_induction,0,60.3,63.4,3.12,5,0,111.1,0.15,0.356,0.197,0.189,0.041,-15.2,44.17727272727273,16.122727272727268
sess_03271,user_0287,track_1567,anxiety_relief,1,30.2,33.1,2.87,4,0,109.9,0.048,0.586,0.292,0.151,0.091,-15.7,40.98695652173913,-10.786956521739132
sess_03272,user_0318,track_4187,grief_processing,2,9.8,13.5,3.66,5,0,94.0,0.427,0.555,0.3,0.35,0.348,-26.0,23.83125,-14.03125
sess_03273,user_0385,track_3458,deep_focus,3,29.3,34.0,4.68,5,0,98.2,0.522,0.023,0.422,0.42,0.024,-12.4,34.08,-4.779999999999998
sess_03274,user_0239,track_0968,mood_uplift,4,32.2,39.2,7.02,5,1,132.7,0.566,0.638,0.055,0.192,0.02,-15.2,30.645454545454548,1.5545454545454547
sess_03275,user_0051,track_1826,sleep_induction,0,20.8,20.9,0.13,5,0,130.8,0.464,0.32,0.416,0.551,0.02,-25.5,13.944444444444445,6.855555555555556
sess_03276,user_0498,track_3134,anxiety_relief,1,24.2,24.7,0.51,4,0,89.2,0.262,0.669,0.317,0.364,0.108,-21.4,28.92105263157895,-4.721052631578949
sess_03277,user_0217,track_0811,grief_processing,2,5.0,5.7,0.7,5,0,87.7,0.699,0.647,0.654,0.218,0.021,-22.3,23.614285714285717,-18.614285714285717
sess_03278,user_0099,track_1265,deep_focus,3,10.4,15.7,5.3,5,1,101.5,0.804,0.457,0.367,0.297,0.181,-4.1,19.141176470588235,-8.741176470588234
sess_03279,user_0244,track_0595,mood_uplift,4,34.3,27.9,-6.38,5,-1,92.3,0.567,0.504,0.143,0.114,0.275,-1.4,29.73157894736842,4.568421052631578
sess_03280,user_0210,track_0446,sleep_induction,0,27.7,25.1,-2.63,5,0,137.0,0.553,0.462,0.467,0.1,0.02,-7.6,36.54375,-8.843750000000004
sess_03281,user_0073,track_2968,anxiety_relief,1,38.7,39.8,1.06,6,0,165.9,0.762,0.283,0.569,0.226,0.02,-14.3,66.55909090909091,-27.85909090909091
sess_03282,user_0155,track_3472,grief_processing,2,5.0,6.5,1.46,4,0,137.9,0.619,0.618,0.335,0.239,0.035,-10.1,11.264285714285714,-6.264285714285714
sess_03283,user_0092,track_1197,deep_focus,3,12.7,23.8,11.03,8,1,77.2,0.647,0.483,0.502,0.642,0.034,-15.8,14.1,-1.4000000000000004
sess_03284,user_0377,track_2604,mood_uplift,4,74.8,75.9,1.13,6,0,140.4,0.674,0.333,0.161,0.742,0.093,-12.3,55.8875,18.912499999999994
sess_03285,user_0336,track_0633,sleep_induction,0,55.7,66.4,10.73,7,1,46.9,0.464,0.248,0.167,0.085,0.038,-10.0,51.35,4.350000000000001
sess_03286,user_0022,track_0165,anxiety_relief,1,65.2,71.4,6.25,5,1,77.9,0.109,0.419,0.439,0.138,0.2,-18.8,45.361111111111114,19.83888888888889
sess_03287,user_0320,track_1752,grief_processing,2,33.6,35.5,1.86,7,1,85.3,0.548,0.263,0.628,0.084,0.116,-10.1,36.805,-3.2049999999999983
sess_03288,user_0236,track_1740,deep_focus,3,41.1,39.6,-1.52,4,0,93.3,0.547,0.886,0.198,0.38,0.122,-14.3,30.60769230769231,10.49230769230769
sess_03289,user_0016,track_2322,mood_uplift,4,36.5,37.9,1.39,6,0,139.2,0.788,0.335,0.617,0.045,0.071,-3.6,28.235714285714288,8.264285714285712
sess_03290,user_0004,track_4915,sleep_induction,0,23.8,21.0,-2.79,5,0,108.1,0.767,0.199,0.607,0.121,0.518,-8.5,32.92173913043479,-9.121739130434786
sess_03291,user_0289,track_0227,anxiety_relief,1,31.2,31.6,0.37,5,0,161.3,0.743,0.416,0.201,0.266,0.02,-12.2,32.766666666666666,-1.5666666666666664
sess_03292,user_0166,track_2477,grief_processing,2,24.1,23.8,-0.29,6,0,111.4,0.146,0.109,0.186,0.364,0.078,-7.9,30.021052631578947,-5.921052631578945
sess_03293,user_0023,track_4753,deep_focus,3,47.3,48.9,1.59,6,0,62.1,0.488,0.45,0.484,0.1,0.12,-7.4,21.095,26.205
sess_03294,user_0370,track_3529,mood_uplift,4,50.7,55.1,4.44,6,0,101.6,0.55,0.689,0.187,0.171,0.044,-5.7,55.20625,-4.506249999999994
sess_03295,user_0310,track_3671,sleep_induction,0,55.3,53.2,-2.16,4,0,120.8,0.851,0.175,0.732,0.233,0.21,-7.3,64.76923076923077,-9.469230769230776
sess_03296,user_0183,track_2328,anxiety_relief,1,59.5,64.1,4.64,7,1,110.1,0.348,0.312,0.342,0.192,0.021,-16.7,37.8,21.700000000000003
sess_03297,user_0231,track_3204,grief_processing,2,5.0,3.8,-1.23,4,0,117.9,0.681,0.75,0.104,0.467,0.275,-18.7,8.054545454545455,-3.0545454545454547
sess_03298,user_0333,track_2924,deep_focus,3,15.3,14.9,-0.41,4,0,84.7,0.652,0.06,0.042,0.247,0.127,-15.3,10.329411764705881,4.9705882352941195
sess_03299,user_0213,track_4908,mood_uplift,4,57.3,54.8,-2.47,3,-1,89.6,0.584,0.378,0.187,0.3,0.088,-19.5,47.05,10.25
sess_03300,user_0402,track_2987,sleep_induction,0,44.9,38.9,-5.99,4,-1,152.6,0.538,0.396,0.576,0.338,0.081,-13.4,58.12105263157895,-13.22105263157895
sess_03301,user_0321,track_1434,anxiety_relief,1,68.8,72.0,3.19,5,0,112.1,0.75,0.871,0.355,0.007,0.345,-13.5,69.79411764705883,-0.9941176470588289
sess_03302,user_0415,track_4719,grief_processing,2,25.1,31.3,6.17,6,1,109.6,0.845,0.445,0.442,0.385,0.02,-11.6,28.042857142857144,-2.942857142857143
sess_03303,user_0487,track_2946,deep_focus,3,54.4,50.4,-4.04,3,-1,153.0,0.762,0.501,0.412,0.047,0.114,-16.8,37.71176470588235,16.688235294117646
sess_03304,user_0413,track_2392,mood_uplift,4,54.1,58.1,4.05,4,0,55.2,0.667,0.744,0.398,0.167,0.132,-14.2,44.22222222222222,9.87777777777778
sess_03305,user_0473,track_2847,sleep_induction,0,11.1,9.1,-1.97,4,0,86.4,0.871,0.312,0.209,0.208,0.064,-17.2,14.733333333333333,-3.633333333333333
sess_03306,user_0464,track_4914,anxiety_relief,1,38.2,39.1,0.93,5,0,140.9,0.245,0.256,0.357,0.228,0.086,-10.7,29.186363636363637,9.013636363636365
sess_03307,user_0091,track_3472,grief_processing,2,68.9,68.0,-0.98,4,0,137.9,0.619,0.618,0.335,0.239,0.035,-10.1,57.03125,11.868750000000006
sess_03308,user_0046,track_4238,deep_focus,3,54.5,50.8,-3.72,4,0,102.6,0.314,0.329,0.651,0.176,0.031,-16.1,49.152631578947364,5.347368421052636
sess_03309,user_0197,track_1463,mood_uplift,4,5.0,0.6,-4.37,4,0,118.8,0.672,0.409,0.389,0.215,0.259,-16.5,22.5,-17.5
sess_03310,user_0033,track_2289,sleep_induction,0,36.2,49.5,13.33,8,1,57.6,0.368,0.587,0.442,0.56,0.02,-11.6,21.817647058823532,14.382352941176471
sess_03311,user_0199,track_1506,anxiety_relief,1,51.1,57.5,6.35,5,1,41.8,0.553,0.249,0.608,0.163,0.037,-22.7,47.79047619047619,3.30952380952381
sess_03312,user_0077,track_4025,grief_processing,2,8.6,17.5,8.95,6,1,76.1,0.343,0.393,0.311,0.619,0.281,-16.5,9.833333333333334,-1.2333333333333343
sess_03313,user_0321,track_1243,deep_focus,3,50.9,45.3,-5.52,4,-1,89.1,0.453,0.543,0.201,0.046,0.139,-21.6,69.79411764705883,-18.894117647058827
sess_03314,user_0361,track_3383,mood_uplift,4,69.8,72.1,2.33,6,0,84.9,0.173,0.931,0.215,0.092,0.191,-19.9,72.84117647058824,-3.0411764705882405
sess_03315,user_0356,track_0005,sleep_induction,0,25.9,31.4,5.54,6,1,65.9,0.468,0.771,0.579,0.031,0.317,-14.1,29.228571428571428,-3.328571428571429
sess_03316,user_0488,track_1376,anxiety_relief,1,28.8,34.0,5.2,7,1,121.7,0.622,0.158,0.435,0.006,0.332,-15.2,44.095,-15.294999999999998
sess_03317,user_0475,track_0007,grief_processing,2,34.1,46.7,12.57,8,1,95.5,0.07,0.165,0.686,0.4,0.366,-28.7,25.86923076923077,8.23076923076923
sess_03318,user_0020,track_4652,deep_focus,3,23.3,24.7,1.37,4,0,117.8,0.316,0.544,0.598,0.122,0.056,-9.6,19.029999999999998,4.270000000000003
sess_03319,user_0342,track_4416,mood_uplift,4,48.6,59.3,10.71,6,1,142.1,0.941,0.512,0.643,0.524,0.182,-23.1,35.09166666666667,13.508333333333333
sess_03320,user_0017,track_0634,sleep_induction,0,47.4,43.7,-3.77,5,0,95.7,0.588,0.233,0.624,0.487,0.2,-21.3,36.37222222222223,11.027777777777771
sess_03321,user_0412,track_4872,anxiety_relief,1,17.4,20.8,3.34,7,1,64.4,0.546,0.646,0.295,0.747,0.162,-13.8,33.1764705882353,-15.776470588235298
sess_03322,user_0392,track_3719,grief_processing,2,15.1,18.5,3.47,6,0,113.4,0.822,0.604,0.439,0.339,0.02,-11.4,31.089999999999996,-15.989999999999997
sess_03323,user_0165,track_2211,deep_focus,3,5.0,5.6,0.56,6,0,134.4,0.227,0.633,0.348,0.068,0.193,-17.7,19.55,-14.55
sess_03324,user_0007,track_4221,mood_uplift,4,40.2,47.7,7.47,5,1,121.3,0.491,0.743,0.574,0.154,0.271,-6.5,33.30588235294118,6.89411764705882
sess_03325,user_0319,track_0250,sleep_induction,0,36.8,39.8,3.0,5,0,94.0,0.393,0.427,0.562,0.601,0.157,-19.2,46.05384615384616,-9.253846153846162
sess_03326,user_0002,track_1672,anxiety_relief,1,62.1,65.0,2.9,6,0,109.1,0.309,0.787,0.551,0.526,0.123,-7.7,41.714285714285715,20.385714285714286
sess_03327,user_0419,track_2882,grief_processing,2,52.3,53.7,1.43,5,0,127.6,0.462,0.698,0.572,0.491,0.115,-10.1,63.94615384615384,-11.646153846153844
sess_03328,user_0397,track_2499,deep_focus,3,40.4,37.3,-3.1,4,0,142.0,0.731,0.783,0.177,0.12,0.215,-18.2,26.74736842105263,13.652631578947368
sess_03329,user_0418,track_1096,mood_uplift,4,79.6,79.7,0.11,5,0,152.4,0.78,0.408,0.181,0.344,0.042,-11.0,78.3157894736842,1.284210526315789
sess_03330,user_0149,track_0938,sleep_induction,0,11.8,9.0,-2.8,4,0,133.2,0.981,0.639,0.531,0.003,0.186,-13.5,31.38823529411765,-19.58823529411765
sess_03331,user_0460,track_0194,anxiety_relief,1,6.1,8.3,2.2,6,0,71.8,0.174,0.371,0.481,0.196,0.14,-15.6,11.163636363636364,-5.063636363636364
sess_03332,user_0081,track_1779,grief_processing,2,66.4,74.4,8.0,7,1,148.9,0.562,0.31,0.571,0.3,0.23,-12.7,50.325,16.075000000000003
sess_03333,user_0158,track_4744,deep_focus,3,63.6,64.8,1.21,6,0,99.4,0.488,0.166,0.246,0.289,0.095,-11.1,52.23809523809524,11.36190476190476
sess_03334,user_0202,track_4965,mood_uplift,4,5.0,2.0,-3.03,4,0,108.8,0.079,0.262,0.502,0.108,0.238,-3.6,20.673684210526318,-15.673684210526318
sess_03335,user_0124,track_3256,sleep_induction,0,18.6,21.0,2.43,4,0,85.6,0.729,0.562,0.623,0.085,0.421,-11.2,19.72222222222222,-1.12222222222222
sess_03336,user_0124,track_2423,anxiety_relief,1,5.0,1.9,-3.06,5,0,91.9,0.779,0.707,0.627,0.101,0.048,-14.0,19.72222222222222,-14.722222222222221
sess_03337,user_0371,track_0415,grief_processing,2,15.1,12.4,-2.63,3,-1,110.9,0.512,0.959,0.357,0.031,0.082,-7.9,13.445454545454545,1.6545454545454543
sess_03338,user_0075,track_4284,deep_focus,3,46.9,55.1,8.21,6,1,92.7,0.6,0.294,0.599,0.525,0.126,-19.2,41.175,5.725000000000001
sess_03339,user_0488,track_0047,mood_uplift,4,55.2,58.8,3.65,5,0,111.7,0.719,0.758,0.229,0.08,0.348,-12.8,44.095,11.105000000000004
sess_03340,user_0371,track_2318,sleep_induction,0,15.6,9.1,-6.49,3,-1,172.0,0.331,0.81,0.164,0.704,0.022,-20.4,13.445454545454545,2.1545454545454543
sess_03341,user_0265,track_3436,anxiety_relief,1,45.9,48.0,2.07,5,0,85.5,0.092,0.663,0.597,0.772,0.185,-22.8,37.019999999999996,8.880000000000003
sess_03342,user_0341,track_2659,grief_processing,2,5.0,11.3,6.32,6,1,118.5,0.15,0.357,0.132,0.562,0.104,-16.8,14.76875,-9.76875
sess_03343,user_0460,track_2719,deep_focus,3,27.4,23.2,-4.22,6,0,72.4,0.303,0.265,0.516,0.051,0.164,-13.0,11.163636363636364,16.236363636363635
sess_03344,user_0296,track_1684,mood_uplift,4,31.4,28.6,-2.81,5,0,85.8,0.482,0.118,0.421,0.633,0.093,-26.1,25.853846153846153,5.546153846153846
sess_03345,user_0189,track_2846,sleep_induction,0,5.0,8.5,3.54,4,0,88.0,0.361,0.84,0.14,0.032,0.097,-10.1,16.25,-11.25
sess_03346,user_0038,track_2317,anxiety_relief,1,35.5,38.8,3.32,5,0,117.1,0.45,0.138,0.19,0.16,0.105,-12.6,47.71333333333334,-12.213333333333338
sess_03347,user_0286,track_4241,grief_processing,2,35.2,39.7,4.5,4,0,79.5,0.681,0.16,0.124,0.16,0.237,-16.1,46.12352941176471,-10.923529411764704
sess_03348,user_0461,track_0061,deep_focus,3,47.1,44.4,-2.76,4,0,95.0,0.616,0.169,0.716,0.313,0.02,-13.2,42.00769230769231,5.092307692307692
sess_03349,user_0438,track_3438,mood_uplift,4,35.8,41.4,5.63,7,1,96.5,0.148,0.765,0.618,0.482,0.038,-7.6,26.2,9.599999999999998
sess_03350,user_0238,track_2890,sleep_induction,0,30.8,36.2,5.49,5,1,80.5,0.364,0.811,0.499,0.056,0.128,-19.4,12.52142857142857,18.278571428571432
sess_03351,user_0139,track_4437,anxiety_relief,1,58.8,61.7,2.91,4,0,129.5,0.184,0.109,0.594,0.11,0.4,-21.6,53.019999999999996,5.780000000000001
sess_03352,user_0459,track_1786,grief_processing,2,46.9,49.4,2.58,6,0,138.3,0.545,0.442,0.116,0.057,0.167,-15.9,46.336363636363636,0.5636363636363626
sess_03353,user_0286,track_0344,deep_focus,3,43.9,40.1,-3.75,3,-1,153.5,0.678,0.953,0.377,0.066,0.27,-15.9,46.12352941176471,-2.2235294117647086
sess_03354,user_0173,track_3888,mood_uplift,4,13.6,11.7,-1.92,5,0,97.1,0.67,0.247,0.788,0.203,0.117,-11.4,36.3125,-22.7125
sess_03355,user_0147,track_0419,sleep_induction,0,50.9,50.1,-0.8,6,0,145.6,0.312,0.469,0.64,0.524,0.121,-16.0,48.1,2.799999999999997
sess_03356,user_0375,track_1454,anxiety_relief,1,28.1,32.5,4.47,6,0,149.0,0.109,0.576,0.592,0.463,0.351,-14.2,15.104761904761904,12.995238095238097
sess_03357,user_0285,track_1493,grief_processing,2,15.0,16.8,1.78,3,-1,72.8,0.83,0.603,0.038,0.042,0.193,-8.1,25.318181818181817,-10.318181818181817
sess_03358,user_0047,track_0423,deep_focus,3,43.9,48.6,4.7,6,0,60.6,0.64,0.141,0.554,0.449,0.063,-15.4,19.253333333333334,24.646666666666665
sess_03359,user_0052,track_2995,mood_uplift,4,35.7,24.4,-11.33,3,-1,82.0,0.604,0.18,0.478,0.372,0.048,-11.7,34.973684210526315,0.7263157894736878
